name,color,description
Shiny Royal Blue Faculty Staff Graduation Gown,Royal Blue,&bull; Shiny tricot fabric in royal blue&bull; V-neckline with piped edges&bull; Fitted yoke design with ruched back&bull; Full front zipper in royal blue&bull; Two center box pleats in front&bull; With reinforced stitching for durability&bull; Also in other colors&bull; Choose from many different sizes
Shiny Royal Blue Technical and Vocational Graduation Gown,Royal Blue,&bull; Shiny tricot fabric in royal blue&bull; V-neckline with piped edges&bull; Fitted yoke design with ruched back&bull; Full front zipper in royal blue&bull; Two center box pleats in front&bull; With reinforced stitching for durability&bull; Also in other colors&bull; Choose from many different sizes
Shiny Royal Blue College and University Graduation Gown,Royal Blue,&bull; Shiny tricot fabric in royal blue&bull; V-neckline with piped edges&bull; Fitted yoke design with ruched back&bull; Full front zipper in royal blue&bull; Two center box pleats in front&bull; With reinforced stitching for durability&bull; Also in other colors&bull; Choose from many different sizes
Shiny Royal Blue Bachelor Graduation Gown,Royal Blue,&bull; Shiny tricot fabric in royal blue&bull; V-neckline with piped edges&bull; Fitted yoke design with ruched back&bull; Full front zipper in royal blue&bull; Two center box pleats in front&bull; With reinforced stitching for durability&bull; Also in other colors&bull; Choose from many different sizes
Shiny Navy Blue Elementary Graduation Gown,Navy Blue,&bull; Navy Blue non-see through; shiny tricot fabric&bull; Fitted yoke design with V-neckline&bull; Front center box pleats and ruched back&bull; Full-length front zipper in matching color&bull; Durable reinforced stitching&bull; Full length bodice&bull; Comes in many different sizes&bull; Also available in other colors
Shiny Navy Blue Middle School and Junior High Graduation Gown,Navy Blue,&bull; Navy Blue non-see through; shiny tricot fabric&bull; Fitted yoke design with V-neckline&bull; Front center box pleats and ruched back&bull; Full-length front zipper in matching color&bull; Durable reinforced stitching&bull; Full length bodice&bull; Comes in many different sizes&bull; Also available in other colors
Shiny Navy Blue High School Graduation Gown,Navy Blue,&bull; Navy Blue non-see through; shiny tricot fabric&bull; Fitted yoke design with V-neckline&bull; Front center box pleats and ruched back&bull; Full-length front zipper in matching color&bull; Durable reinforced stitching&bull; Full length bodice&bull; Comes in many different sizes&bull; Also available in other colors
Shiny Navy Blue Faculty Staff Graduation Gown,Navy Blue,&bull; Navy Blue non-see through; shiny tricot fabric&bull; Fitted yoke design with V-neckline&bull; Front center box pleats and ruched back&bull; Full-length front zipper in matching color&bull; Durable reinforced stitching&bull; Full length bodice&bull; Comes in many different sizes&bull; Also available in other colors
Shiny Navy Blue Technical and Vocational Graduation Gown,Navy Blue,&bull; Navy Blue non-see through; shiny tricot fabric&bull; Fitted yoke design with V-neckline&bull; Front center box pleats and ruched back&bull; Full-length front zipper in matching color&bull; Durable reinforced stitching&bull; Full length bodice&bull; Comes in many different sizes&bull; Also available in other colors
Shiny Navy Blue College and University Graduation Gown,Navy Blue,&bull; Navy Blue non-see through; shiny tricot fabric&bull; Fitted yoke design with V-neckline&bull; Front center box pleats and ruched back&bull; Full-length front zipper in matching color&bull; Durable reinforced stitching&bull; Full length bodice&bull; Comes in many different sizes&bull; Also available in other colors
Shiny Navy Blue Bachelor Graduation Gown,Navy Blue,&bull; Navy Blue non-see through; shiny tricot fabric&bull; Fitted yoke design with V-neckline&bull; Front center box pleats and ruched back&bull; Full-length front zipper in matching color&bull; Durable reinforced stitching&bull; Full length bodice&bull; Comes in many different sizes&bull; Also available in other colors
Shiny Purple Elementary Graduation Gown,Purple,&bull; Royal purple non-see through tricot fabric&bull; Pleated front panels and front center zipper&bull; V-neckline with piping&bull; Ruched back with fitted yoke&bull; Full long sleeves with piping&bull; With reinforced stitching&bull; Comes in a variety of sizes&bull; Can also be ordered in other colors
Shiny Purple Middle School and Junior High Graduation Gown,Purple,&bull; Royal purple non-see through tricot fabric&bull; Pleated front panels and front center zipper&bull; V-neckline with piping&bull; Ruched back with fitted yoke&bull; Full long sleeves with piping&bull; With reinforced stitching&bull; Comes in a variety of sizes&bull; Can also be ordered in other colors
Shiny Purple High School Graduation Gown,Purple,&bull; Royal purple non-see through tricot fabric&bull; Pleated front panels and front center zipper&bull; V-neckline with piping&bull; Ruched back with fitted yoke&bull; Full long sleeves with piping&bull; With reinforced stitching&bull; Comes in a variety of sizes&bull; Can also be ordered in other colors
Shiny Purple Faculty Staff Graduation Gown,Purple,&bull; Royal purple non-see through tricot fabric&bull; Pleated front panels and front center zipper&bull; V-neckline with piping&bull; Ruched back with fitted yoke&bull; Full long sleeves with piping&bull; With reinforced stitching&bull; Comes in a variety of sizes&bull; Can also be ordered in other colors
Shiny Purple Technical and Vocational Graduation Gown,Purple,&bull; Royal purple non-see through tricot fabric&bull; Pleated front panels and front center zipper&bull; V-neckline with piping&bull; Ruched back with fitted yoke&bull; Full long sleeves with piping&bull; With reinforced stitching&bull; Comes in a variety of sizes&bull; Can also be ordered in other colors
Shiny Purple College and University Graduation Gown,Purple,&bull; Royal purple non-see through tricot fabric&bull; Pleated front panels and front center zipper&bull; V-neckline with piping&bull; Ruched back with fitted yoke&bull; Full long sleeves with piping&bull; With reinforced stitching&bull; Comes in a variety of sizes&bull; Can also be ordered in other colors
Shiny Purple Bachelor Graduation Gown,Purple,&bull; Royal purple non-see through tricot fabric&bull; Pleated front panels and front center zipper&bull; V-neckline with piping&bull; Ruched back with fitted yoke&bull; Full long sleeves with piping&bull; With reinforced stitching&bull; Comes in a variety of sizes&bull; Can also be ordered in other colors
Shiny Gold Elementary Graduation Gown,Gold,&bull; Elegant high-quality gold tricot fabric&bull; Twin box pleats on front bodice&bull; Ruched back with fitted yoke design&bull; V-shaped neckline with piping&bull; Front full-length color matched zipper &bull; Reinforced stitching&bull; Available in many different sizes&bull; Can also be ordered in other colors
Shiny Gold Middle School and Junior High Graduation Gown,Gold,&bull; Elegant high-quality gold tricot fabric&bull; Twin box pleats on front bodice&bull; Ruched back with fitted yoke design&bull; V-shaped neckline with piping&bull; Front full-length color matched zipper &bull; Reinforced stitching&bull; Available in many different sizes&bull; Can also be ordered in other colors
Shiny Gold High School Graduation Gown,Gold,&bull; Elegant high-quality gold tricot fabric&bull; Twin box pleats on front bodice&bull; Ruched back with fitted yoke design&bull; V-shaped neckline with piping&bull; Front full-length color matched zipper &bull; Reinforced stitching&bull; Available in many different sizes&bull; Can also be ordered in other colors
Shiny Gold Faculty Staff Graduation Gown,Gold,&bull; Elegant high-quality gold tricot fabric&bull; Twin box pleats on front bodice&bull; Ruched back with fitted yoke design&bull; V-shaped neckline with piping&bull; Front full-length color matched zipper &bull; Reinforced stitching&bull; Available in many different sizes&bull; Can also be ordered in other colors
Shiny Gold Technical and Vocational Graduation Gown,Gold,&bull; Elegant high-quality gold tricot fabric&bull; Twin box pleats on front bodice&bull; Ruched back with fitted yoke design&bull; V-shaped neckline with piping&bull; Front full-length color matched zipper &bull; Reinforced stitching&bull; Available in many different sizes&bull; Can also be ordered in other colors
Shiny Gold College and University Graduation Gown,Gold,&bull; Elegant high-quality gold tricot fabric&bull; Twin box pleats on front bodice&bull; Ruched back with fitted yoke design&bull; V-shaped neckline with piping&bull; Front full-length color matched zipper &bull; Reinforced stitching&bull; Available in many different sizes&bull; Can also be ordered in other colors
Shiny Gold Bachelor Graduation Gown,Gold,&bull; Elegant high-quality gold tricot fabric&bull; Twin box pleats on front bodice&bull; Ruched back with fitted yoke design&bull; V-shaped neckline with piping&bull; Front full-length color matched zipper &bull; Reinforced stitching&bull; Available in many different sizes&bull; Can also be ordered in other colors
Shiny Orange Elementary Graduation Gown,Orange,&bull; Orange premium quality tricot material&bull; Front center pleats and color matched front zipper&bull; Fitted yoke &bull; Ruched back design&bull; Long sleeves with piping&bull; V-neckline&bull; In a variety of sizes&bull; Also available in other color options
Shiny Orange Middle School and Junior High Graduation Gown,Orange,&bull; Orange premium quality tricot material&bull; Front center pleats and color matched front zipper&bull; Fitted yoke &bull; Ruched back design&bull; Long sleeves with piping&bull; V-neckline&bull; In a variety of sizes&bull; Also available in other color options
Shiny Orange High School Graduation Gown,Orange,&bull; Orange premium quality tricot material&bull; Front center pleats and color matched front zipper&bull; Fitted yoke &bull; Ruched back design&bull; Long sleeves with piping&bull; V-neckline&bull; In a variety of sizes&bull; Also available in other color options
Shiny Orange Faculty Staff Graduation Gown,Orange,&bull; Orange premium quality tricot material&bull; Front center pleats and color matched front zipper&bull; Fitted yoke &bull; Ruched back design&bull; Long sleeves with piping&bull; V-neckline&bull; In a variety of sizes&bull; Also available in other color options
Shiny Orange Technical and Vocational Graduation Gown,Orange,&bull; Orange premium quality tricot material&bull; Front center pleats and color matched front zipper&bull; Fitted yoke &bull; Ruched back design&bull; Long sleeves with piping&bull; V-neckline&bull; In a variety of sizes&bull; Also available in other color options
Shiny Orange College and University Graduation Gown,Orange,&bull; Orange premium quality tricot material&bull; Front center pleats and color matched front zipper&bull; Fitted yoke &bull; Ruched back design&bull; Long sleeves with piping&bull; V-neckline&bull; In a variety of sizes&bull; Also available in other color options
